Código INFOBRAS,Código Único de Inversión,Código SNIP,Nombre de la obra,Modalidad de ejecución,Estado de obra,Fecha de Inicio,Monto Expediente Técnico,Distrito,Provincia,Región
551955,2690151,2690151,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN EL CENTRO POBLADO TAMBO DEL SOL DEL DISTRITO DE NINACACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",810145.93,NINACACA,PASCO,PASCO
551954,2690150,2690150	,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN EL CASERIO DE HUAY HUAY DEL DISTRITO DE NINACACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",827208.92,NINACACA,PASCO,PASCO
551880,2674136,2674136,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN JR. SUCRE DE LA LOCALIDAD DE HUAYLLAY DISTRITO DE HUAYLLAY DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",553182.70,HUAYLLAY,PASCO,PASCO
551863,2560584,2560584,CREACION DEL PARQUE INFANTIL DEL CENTRO POBLADO SAN AGUSTIN DE HUAYCHAO DEL DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",1282939.33,HUAYLLAY,PASCO,PASCO
551345,2698124,2698124,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LA CALLE 28 DE JULIO DISTRITO DE PAUCAR DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,29/12/2025 00:00:00,1338013.81,PAUCAR,DANIEL ALCIDES CARRION,PASCO
550611,2621647,2621647,AMPLIACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAÑACHACRA -ALTO CAÑACHACRA DISTRITO DE POZUZO DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,3/03/2026 00:00:00,2409765.31,POZUZO,OXAPAMPA,PASCO
550538,2668372,2668372,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN CENTRO POBLADO LOMA LINDA DISTRITO DE PALCAZU DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"","",PALCAZU,OXAPAMPA,PASCO
550336,2653554,2653554,"REMODELACION DE LOSA DEPORTIVA; CONSTRUCCION DE CERCO PERIMETRICO; EN EL(LA) LOSA DEPORTIVA DEL CASERIO DE MIRAFLORES DEL CENTRO POBLADO DE MALLAMPAMPA DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",236791.52,HUANCABAMBA,OXAPAMPA,PASCO
550101,2678088,2678088,"CONSTRUCCION DE AMBIENTE COMPLEMENTARIO; EN EL(LA) I.E. 34310 LEONCIO PRADO EN EL CENTRO POBLADO UNION SIRIA, DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Sin Ejecución,"","",CONSTITUCION,OXAPAMPA,PASCO
550085,2643749,2643749,"RENOVACION DE CERCO PERIMETRICO; EN EL(LA) I.E. PRITE OXAPAMPA DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,16/01/2026 00:00:00,283445.29,OXAPAMPA,OXAPAMPA,PASCO
550027,2666822,2666822,"EJECUCION DE IOARR ADQUISICION DE EQUIPOS COMPLEMENTARIOS; EN EL(LA) DIFERENTES GERENCIAS Y UNIDADES ORGANICAS DE LA MUNICIPALIDAD DEL DISTRITO DE TINYAHUARCO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Sin Ejecución,"",378139.51,TINYAHUARCO,PASCO,PASCO
549882,2655312,2655312,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN EL CENTRO POBLADO DE CHUPACA DISTRITO DE PAUCARTAMBO DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,25/08/2025 00:00:00,645275.49,PAUCARTAMBO,PASCO,PASCO
549723,2597788,2597788,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LOS BARRIOS DE NUEVA ESPERANZA, VISTA ALEGRE Y HUANCAYO DEL CENTRO POBLADO DE SAN FRANCISCO DE PUCURHUAY DISTRITO DE TICLACAYAN DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO",Contrata,En Ejecución,20/01/2026 00:00:00,7896879.46,TICLACAYAN,PASCO,PASCO
549684,2690861,2690861,"RENOVACION DE ESTRUCTURA DE CAPTACION (BOCATOMA), LINEA DE CONDUCCION Y PTAP, REPARACION DE PTAP, EN EL (LA) DEL SISTEMA DE SANEAMIENTO BASICO EN EL CENTRO POBLADO DE MICHIVILCA, DISTRITO DE TAPUC, PROVINCIA DANIEL ALCIDES CARRION",Contrata,Sin Ejecución,"",333170.03,TAPUC,DANIEL ALCIDES CARRION,PASCO
549607,2625104,2625104,"CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EL TRAMO JOGOPUNA,TINYACOG DISTRITO DE YANAHUANCA DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO",Contrata,Sin Ejecución,"",1308874.27,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
549473,2491596,2491596,MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO CON PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CENTRO POBLADO JARRIA (LA MERCED DE JARRIA) DEL DISTRITO DE PALLANCHACRA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,20/04/2026 00:00:00,4002489.40,PALLANCHACRA,PASCO,PASCO
549340,2623353,2623353,"RENOVACION DE PUENTE; EN EL(LA) AV. YANIZU (PUENTE MERETO) DE LA LOCALIDAD DE PUERTO BERMUDEZ DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,13/04/2026 00:00:00,1649937.52,PUERTO BERMUDEZ,OXAPAMPA,PASCO
549339,2623230,2623230,"RENOVACION DE PUENTE; EN EL(LA) AV. INDUSTRIAL (PUENTE BELLAVISTA) DE LA LOCALIDAD DE PUERTO BERMUDEZ DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,13/04/2026 00:00:00,1575820.69,PUERTO BERMUDEZ,OXAPAMPA,PASCO
549337,2623298,2623298,"RENOVACION DE PUENTE; EN EL(LA) AV. EVITAMIENTO (PUENTE TURISTICO) DE LA LOCALIDAD DE PUERTO BERMUDEZ DEL DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,29/12/2025 00:00:00,2759614.83,PUERTO BERMUDEZ,OXAPAMPA,PASCO
549228,2668952,2668952,"CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. 34226 REVERENDO PADRE JOSE EGG DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,En Ejecución,18/11/2025 00:00:00,429251.31,POZUZO,OXAPAMPA,PASCO
549196,2672339,2672339,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA LOCALIDAD DE CHINCHIHUAQUI DEL DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Finalizado,1/12/2025 00:00:00,216268.66,PUERTO BERMUDEZ,OXAPAMPA,PASCO
549011,2700665,2700665,"RENOVACION DE PUENTE; EN EL(LA) QUEBRADA DOS DE MAYO EN LA VIA VECINAL PA 630 (EMP PA 631 - SAN CARLOS - SAN JOSE - DV. PTE. CHONTABAMBA - DOS DE MAYO - TINGO IZQUIERDO) EN EL CENTRO POBLADO DOS DE MAYO, DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,14/11/2025 00:00:00,1017821.15,CHONTABAMBA,OXAPAMPA,PASCO
549001,2591645,2591645,"SALDO DE OBRA, CONSTRUCCION DE COBERTURA DE INSTALACIONES DEPORTIVAS Y ; REMODELACION DE LUMINARIA; EN EL(LA) LOCALIDAD DE RANCAS DEL DISTRITO DE SIMON BOLIVAR, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,14/08/2025 00:00:00,638197.78,SIMON BOLIVAR,PASCO,PASCO
548908,2498609,2498609,MEJORAMIENTO DEL SERVICIO DEPORTIVO Y RECREATIVO EN LA LOSA DEPORTIVA DEL JR. AYACUCHO CENTRO POBLADO DE PARAGSHA DEL DISTRITO DE SIMON BOLIVAR - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,18/02/2026 00:00:00,1250538.18,SIMON BOLIVAR,PASCO,PASCO
548652,2706860,2706860,"REPARACION DE SUPERFICIE DE RODADURA; EN EL(LA) VIAS URBANAS EN ESTADO CRITICO DE LA LOCALIDAD DE PUERTO BERMUDEZ, DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",611968.32,PUERTO BERMUDEZ,OXAPAMPA,PASCO
548649,2624801,2624801,"CONSTRUCCION DE SEMAFORO; EN EL(LA) INTERSECCIÓN DEL JR. ENRIQUE BOTTGER - JR. MULLEMBRUCK, JR. THOMAS SCHAUTZ-JR. MARISCAL CASTILLA, JR. ANGELICA FREY- JR. SIMON BOLÍVAR Y JR. GUSTAVSON- JR. INDEPENDENCIA DE LAS VIAS DE LA CIUDAD DE OXAPAMPA DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,5/07/2024 00:00:00,253239.65,OXAPAMPA,OXAPAMPA,PASCO
548355,2669855,2669855,"CONSTRUCCION DE SERVICIOS HIGIENICOS Y/O VESTIDORES PARA ESTUDIANTES; EN EL(LA) I.E. 34633 NUEVO AMANECER DISTRITO DE TICLACAYAN, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Finalizado,3/11/2025 00:00:00,69789.59,TICLACAYAN,PASCO,PASCO
548273,2668928,2668928,CREACION DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA CC.NN. SANTA ISABEL DE NEGUACHI DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Finalizado,14/11/2025 00:00:00,222370.83,PUERTO BERMUDEZ,OXAPAMPA,PASCO
548198,2669493,2669493,"REMODELACION DE LOSA DEPORTIVA; EN EL(LA) COLISEO MUNICIPAL EN EL CENTRO POBLADO ISCOZACIN, DISTRITO DE PALCAZU, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,En Ejecución,13/01/2026 00:00:00,345995.81,PALCAZU,OXAPAMPA,PASCO
548197,2625496,2625496,"RENOVACION DE COBERTURA; EN EL(LA) MALLAMPAMPA DEL PUESTO DE SALUD DE MALLAMPAMPA DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,4/10/2025 00:00:00,238358.89,HUANCABAMBA,OXAPAMPA,PASCO
548134,2654348,2654348,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL CON CODIGO DE RUTA EMP. PA-106 - AGOCHINCHAN - TUCTO - HUANGOSH - PTA. CARRETERA: PUENTE GAGANANI, PUENTE PICHUGAYAN Y PUENTE ALAQUIN DISTRITO DE HUACHON, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Sin Ejecución,"",5135764.16,HUACHON,PASCO,PASCO
548132,2654344,2654344,"RENOVACION DE PUENTE; EN EL(LA) CAMINO VECINAL CON CODIGO DE RUTA R.1901012: CHUQUIMAYO - MALLAPAMPA - LUCMA: PUENTE CHUQUIMAYO Y PUENTE ACOMAYO DISTRITO DE HUACHON, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Sin Ejecución,"",3549571.79,HUACHON,PASCO,PASCO
548009,2684228,2684228,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 34007 ISABEL ALCANTARA E DE CENTRO POBLADO QUIPARACRA DISTRITO DE HUACHON DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"","",HUACHON,PASCO,PASCO
547796,2689355,2689355,"REPARACION DE CALZADA Y CUNETA; EN EL(LA) CAMINO VECINAL, TRAMO EMP. PE-18 (USPACHACA) - EMP. PA-519 (YACAS) DE LA LOCALIDAD DE USPACHACA, DISTRITO DE TAPUC, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Administración directa,En Ejecución,22/09/2025 00:00:00,11772.13,TAPUC,DANIEL ALCIDES CARRION,PASCO
547760,2617266,2617266,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LOCAL DE USOS MULTIPLES EN EL CENTRO POBLADO DE SACRA FAMILIA DISTRITO DE SIMON BOLIVAR DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,6/11/2025 00:00:00,2144904.10,SIMON BOLIVAR,PASCO,PASCO
547737,2671655,2671655,"CONSTRUCCIÓN DE CAPTACIÓN DE AGUA ; EN EL(LA) RECARGA HÍDRICA PARA LA UNIDAD PRODUCTORA CANAL DE RIEGO DEL PARAJE CARHUAMARAN SAN ANTONIO LEGUA, CANALES LATERALES ZONA BAJA; DISTRITO VICCO Y DISTRITO DE NINACACA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",3353361.17,VICCO,PASCO,PASCO
547481,2650054,2650054,"REPARACION DE PTAR; EN EL(LA) CENTRO POBLADO DE CHINCHE YANAHUANCA DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Contrata,Finalizado,15/11/2025 00:00:00,467229.18,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
547456,2592165,2592165,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES DEL JR. MARISCAL CASTILLA, JR. JUNÍN, JR. TARMA, JR. PASCO JR. BOLIVAR, CA. PROGRESO, CA. MIGUEL GRAU Y CA. DANIEL ALCIDES CARRION EN EL CENTRO POBLADO NINACACA DISTRITO DE NINACACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO",Contrata,En Ejecución,24/12/2025 00:00:00,9075783.33,NINACACA,DANIEL ALCIDES CARRION,PASCO
547174,2668930,2668930,"CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. SAN JOSE DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,28/10/2025 00:00:00,170207.25,POZUZO,OXAPAMPA,PASCO
547167,2655509,2655509,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN TROCHA CARROZABLE TRAMO PICHUYGAYAN ¿ ROSA PATA ¿ YACHICANCHAN - ACLAPUNCO EN EL CENTRO POBLADO DE QUIPARACRA DISTRITO DE HUACHON DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,20/11/2025 00:00:00,668527.56,HUACHON,PASCO,PASCO
547121,2673519,2673519,"CONSTRUCCION DE ESPACIO DE RECREACION PASIVA; EN EL(LA) PARQUE DE CARTAGENA DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,21/10/2025 00:00:00,358209.52,CONSTITUCION,OXAPAMPA,PASCO
546761,2672322,2672322,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA LOCALIDAD DE PASCUALA DEL DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Finalizado,23/10/2025 00:00:00,230310.26,PUERTO BERMUDEZ,OXAPAMPA,PASCO
546608,2672318,2672318,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA LOCALIDAD DE SAN MARTIN DEL DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Finalizado,24/10/2025 00:00:00,226985.91,PUERTO BERMUDEZ,OXAPAMPA,PASCO
546588,2654207,2654207,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN /CON LOCAL COMUNAL EN EL CASERIO DE GORGORIN DISTRITO DE CHACAYAN DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO,Contrata,Finalizado,6/10/2025 00:00:00,179225.29,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
546584,2654208,2654208,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN /CON LOCAL DE USOS MULTIPLES EN EL CASERIO DE ISCAYCOCHA DISTRITO DE CHACAYAN DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO,Contrata,Finalizado,13/10/2025 00:00:00,180971.01,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
546551,2682902,2682902,CREACION DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN EL LOCAL DE USOS MÚLTIPLES DE CENTRO POBLADO PARIACANCHA (SAN MIGUEL DE PARIACANCHA) DISTRITO DE PALLANCHACRA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,27/10/2025 00:00:00,426071.04,PALLANCHACRA,PASCO,PASCO
546475,0,0,"MEJORAMIENTO DE VIVIENDA RURAL EN LOS CENTROS POBLADOS BELLAVISTA, DIVISORIA DE ZUNGARO Y TUNUNGA -DISTRITO DE CODO DEL POZUZO - PROVINCIA DE PUERTO INCA -DEPARTAMENTO DE HUÁNUCO -Convenio NE N.o 1082-1009-2023-114-HUA/VMVU/PNVR",Por núcleo ejecutor,Finalizado,1/07/2024 00:00:00,1240931.33,POZUZO,OXAPAMPA,PASCO
546456,2672327,2672327,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA LOSA DEPORTIVA DE LA LOCALIDAD DE REDENCION NEVATI DEL DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Finalizado,3/10/2025 00:00:00,221166.63,PUERTO BERMUDEZ,OXAPAMPA,PASCO
546039,2693515,2693515,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN EL JIRON ALFONSO UGARTE DEL DISTRITO DE NINACACA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,27/10/2025 00:00:00,1761378.79,NINACACA,PASCO,PASCO
545943,2547215,2547215,CREACION DEL SERVICIO DEPORTIVO EN LA LOCALIDAD DE ACO DEL DISTRITO DE PAUCARTAMBO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,22/08/2025 00:00:00,659917.63,PAUCARTAMBO,PASCO,PASCO
545870,0,0,MEJORAMIENTO DE VIVIENDA RURAL EN EL CENTRO POBLADO LOS ANDES DE PUCARA - DISTRITO DE HUAYLLAY; CENTROS POBLADOS UCRUCANCHA Y JANCAPARIA ¿ DISTRITO DE SIMON BOLIVAR -PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO - CONVENIO NE N° 1082-1901-2022-053-PAS/VMVU/PNVR,Por núcleo ejecutor,Finalizado,10/07/2023 00:00:00,1399622.95,SIMON BOLIVAR,PASCO,PASCO
545869,0,0,"MEJORAMIENTO DE VIVIENDA RURAL EN LOS CENTROS POBLADOS HUAYO, UCRO (SANTA ROSA DE UCRO) Y OTROS - DISTRITO DE SANTA ANA DE TUSI - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO - CONVENIO NE Nº 1082-1902-2022-052-PAS/VMVU/PNVR",Por núcleo ejecutor,Finalizado,10/07/2023 00:00:00,1265323.78,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
545647,2618074,2618074,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA COMUNIDAD CAMPESINA LA QUINUA DEL CENTRO POBLADO LA QUINUA DISTRITO DE YANACANCHA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Finalizado,22/10/2025 00:00:00,478902.09,YANACANCHA,PASCO,PASCO
545646,2669446,2669446,CREACION DEL SERVICIO DE PRÁCTICA DEPORTIVA Y/O RECREATIVA EN LA COMUNIDAD CAMPESINA SANTA ROSA DE PITIC DE CENTRO POBLADO LA QUINUA DISTRITO DE YANACANCHA DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,Finalizado,17/12/2025 00:00:00,322782.44,YANACANCHA,PASCO,PASCO
545329,2604728,2604728,"RENOVACION DE PUENTE; EN EL(LA) PUENTE ANDACHACA EN LA LOCALIDAD ANDACHACA, DISTRITO DE YANAHUANCA, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Contrata,Finalizado,9/10/2025 00:00:00,782846.33,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
545328,2605539,2605539,"RENOVACION DE PUENTE; EN EL(LA) PUENTE HUCHUGYACU DISTRITO DE SANTA ANA DE TUSI, PROVINCIA DANIEL ALCIDES CARRION, DEPARTAMENTO PASCO",Contrata,Finalizado,12/11/2025 00:00:00,528741.25,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
545326,2524960,2524960,EJECUCION DE OBRA MEJORAMIENTO E IMPLEMENTACION DEL PUESTO DE SALUD HUARAUCACA DE LA COMUNIDAD CAMPESINA DE HUARAUCACA DEL DISTRITO DE TINYAHUARCO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Administración directa,Sin Ejecución,"",365197.33,TINYAHUARCO,PASCO,PASCO
544787,2647335,2647335,"CREACION DEL SERVICIO DE MOVILIDAD URBANA EN PISTAS, VEREDAS , ACCESOS PEATONALES Y ESCALINATAS EN EL BARRIO ALLAUCA DEL DISTRITO DE TAPUC DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO",Administración directa,Finalizado,22/07/2025 00:00:00,653881.75,TAPUC,DANIEL ALCIDES CARRION,PASCO
544479,2648324,2648324,"CONSTRUCCION DE INFRAESTRUCTURA DE ALMACENAMIENTO; EN EL(LA) RELLENO SANITARIO PARA LAS CIUDADES DE OXAPAMPA, CHONTABAMBA Y HUANCABAMBA DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Contrata,En Ejecución,23/09/2025 00:00:00,1717151.31,HUANCABAMBA,OXAPAMPA,PASCO
544301,0,0,MEJORAMIENTO DE VIVIENDA RURAL EN LOS CENTROS POBLADOS DIECINUEVE Y HUANDO - DISTRITO DE NINACACA- PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO - CONVENIO 1082-1901-2023-196-PAS/VMVU/PNVR (196-2025),Por núcleo ejecutor,Finalizado,16/06/2025 00:00:00,837543.92,NINACACA,PASCO,PASCO
544300,0,0,"MEJORAMIENTO DE VIVIENDA RURAL EN LOS CENTROS POBLADOS DE HUAGLAYOC (SAN JUAN DE HUAGLAYOC), POGOG (SAN ANTONIO DE POGOG) Y PITIGCHACA - DISTRITO DE SANTA ANA DE TUSI - PROVINCIA DE DANIEL ALCIDES CARRION; CENTRO POBLADO DE GARACANCHA - DISTRITO DE SIMON BOLIVAR - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO - CONVENIO 1082-1902-2024-194-PAS/VMVU/PNVR (194-2025)",Por núcleo ejecutor,Finalizado,16/06/2025 00:00:00,1542205.94,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
544177,2563401,2563401,"I ETAPA: MEJORAMIENTO DE VIA Y TRATAMIENTO PAISAJISTICO EN EL JIRON LIMA DEL ASENTAMIENTO HUMANO ULIACHIN, DISTRITO DE CHAUPIMARCA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Contrata,En Ejecución,11/09/2025 00:00:00,1784682.12,CHAUPIMARCA,PASCO,PASCO
544112,2568491,2568491,CREACION DE PISTAS Y VEREDAS DEL JR. TARMA TRAMO PJE. TIWINZA - PJE. LIBERTAD DEL BARRIO HUALGAYGAGA DEL DISTRITO DE HUAYLLAY - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Administración directa,En Ejecución,11/08/2025 00:00:00,590200.09,HUAYLLAY,PASCO,PASCO
543867,2651219,2651219,CREACION DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN PARA GANADO EN LA LOCALIDAD DE TAMBILLO DEL C.P DE QUIULACOCHA DISTRITO DE SIMON BOLIVAR DE LA PROVINCIA DE PASCO DEL DEPARTAMENTO DE PASCO,Contrata,En Ejecución,4/11/2025 00:00:00,455553.81,SIMON BOLIVAR,PASCO,PASCO
543788,2664371,2664371,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN CADENA PRODUCTIVA DEL PLATANO EN 14 LOCALIDADES DEL DISTRITO DE PUERTO BERMUDEZ DE LA PROVINCIA DE OXAPAMPA DEL DEPARTAMENTO DE PASCO,Administración directa,Sin Ejecución,"",3166928,PUERTO BERMUDEZ,OXAPAMPA,PASCO
543655,2336369,375412,MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA ESPECIALIDAD DE MECANICA AUTOMOTRIZ Y COMPUTACION INFORMATICA DEL INSTITUTO TECNOLOGICO DANIEL ALCIDES CARRION DISTRITO DE YANAHUANCA PROVINCIA DANIEL ALCIDES CARRION DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",2953025.93,YANAHUANCA,DANIEL ALCIDES CARRION,PASCO
543625,2650755,2650755,"CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) ESTADIO MUNICIPAL DE CIUDAD CONSTITUCION IV ETAPA DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",1028671.15,CONSTITUCION,OXAPAMPA,PASCO
543380,2598518,2598518,CREACION DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN EL EMP.PA-515 (SAN SEBASTIAN) - UNTUPUQUIO DE LA LOCALIDAD DE VILCABAMBA DEL DISTRITO DE VILCABAMBA DE LA PROVINCIA DE DANIEL ALCIDES CARRION DEL DEPARTAMENTO DE PASCO,Administración directa,Sin Ejecución,"","",VILCABAMBA,DANIEL ALCIDES CARRION,PASCO
